prophage_id	sample_id	length_bp	original_id
kansas_SRR14882791_NODE_9_length_231300_cov_38.817033_fragment_1	SRR14882791	18525	NODE_9_length_231300_cov_38.817033_fragment_1
kansas_SRR14883383_NODE_2_length_333631_cov_31.000534_fragment_1	SRR14883383	5863	NODE_2_length_333631_cov_31.000534_fragment_1
kansas_SRR14883383_NODE_17_length_113790_cov_25.638713_fragment_1	SRR14883383	34963	NODE_17_length_113790_cov_25.638713_fragment_1
kansas_SRR14883383_NODE_16_length_113922_cov_30.005490_fragment_1	SRR14883383	8270	NODE_16_length_113922_cov_30.005490_fragment_1
kansas_SRR14883383_NODE_34_length_42729_cov_30.059481_fragment_1	SRR14883383	9688	NODE_34_length_42729_cov_30.059481_fragment_1
kansas_SRR14883383_NODE_45_length_13086_cov_36.051657	SRR14883383	13086	NODE_45_length_13086_cov_36.051657
kansas_SRR14883383_NODE_7_length_200640_cov_26.607784_fragment_2	SRR14883383	8606	NODE_7_length_200640_cov_26.607784_fragment_2
kansas_SRR14883383_NODE_43_length_16415_cov_29.358918	SRR14883383	16415	NODE_43_length_16415_cov_29.358918
kansas_SRR14883383_NODE_30_length_54974_cov_7.759859	SRR14883383	54974	NODE_30_length_54974_cov_7.759859
kansas_SRR14883383_NODE_26_length_81864_cov_28.157103_fragment_1	SRR14883383	24480	NODE_26_length_81864_cov_28.157103_fragment_1
kansas_SRR14883383_NODE_54_length_4505_cov_7.572719	SRR14883383	4505	NODE_54_length_4505_cov_7.572719
kansas_SRR14883383_NODE_68_length_1698_cov_27.059840	SRR14883383	1698	NODE_68_length_1698_cov_27.059840
kansas_SRR14883383_NODE_37_length_33475_cov_7.626235	SRR14883383	33475	NODE_37_length_33475_cov_7.626235
kansas_SRR14883383_NODE_22_length_92089_cov_27.234198_fragment_1	SRR14883383	13629	NODE_22_length_92089_cov_27.234198_fragment_1
kansas_SRR14883384_NODE_19_length_102509_cov_29.383152_fragment_1	SRR14883384	46921	NODE_19_length_102509_cov_29.383152_fragment_1
kansas_SRR14883384_NODE_15_length_111830_cov_25.801240_fragment_1	SRR14883384	8483	NODE_15_length_111830_cov_25.801240_fragment_1
kansas_SRR14883384_NODE_10_length_130048_cov_26.931823_fragment_1	SRR14883384	46683	NODE_10_length_130048_cov_26.931823_fragment_1
kansas_SRR14883384_NODE_58_length_25413_cov_30.419443_fragment_1	SRR14883384	11110	NODE_58_length_25413_cov_30.419443_fragment_1
kansas_SRR14883384_NODE_52_length_27797_cov_27.929762_fragment_1	SRR14883384	4468	NODE_52_length_27797_cov_27.929762_fragment_1
kansas_SRR14883384_NODE_3_length_191715_cov_25.979159_fragment_2	SRR14883384	10523	NODE_3_length_191715_cov_25.979159_fragment_2
kansas_SRR14883384_NODE_3_length_191715_cov_25.979159_fragment_1	SRR14883384	44606	NODE_3_length_191715_cov_25.979159_fragment_1
kansas_SRR14883384_NODE_90_length_7222_cov_25.849965	SRR14883384	7222	NODE_90_length_7222_cov_25.849965
kansas_SRR14883384_NODE_37_length_48078_cov_24.535510_fragment_1	SRR14883384	42752	NODE_37_length_48078_cov_24.535510_fragment_1
kansas_SRR14883384_NODE_65_length_18169_cov_34.154543	SRR14883384	18169	NODE_65_length_18169_cov_34.154543
kansas_SRR14883384_NODE_64_length_21533_cov_28.681208	SRR14883384	21533	NODE_64_length_21533_cov_28.681208
kansas_SRR14883385_NODE_7_length_161759_cov_28.085829_fragment_1	SRR14883385	31995	NODE_7_length_161759_cov_28.085829_fragment_1
kansas_SRR14883385_NODE_50_length_23796_cov_22.028205	SRR14883385	23796	NODE_50_length_23796_cov_22.028205
kansas_SRR14883385_NODE_32_length_59355_cov_17.469162_fragment_1	SRR14883385	19228	NODE_32_length_59355_cov_17.469162_fragment_1
kansas_SRR14883385_NODE_44_length_30697_cov_22.201045_fragment_1	SRR14883385	4719	NODE_44_length_30697_cov_22.201045_fragment_1
kansas_SRR14883385_NODE_65_length_12360_cov_30.661809	SRR14883385	12360	NODE_65_length_12360_cov_30.661809
kansas_SRR14883385_NODE_97_length_2388_cov_3.892254	SRR14883385	2388	NODE_97_length_2388_cov_3.892254
kansas_SRR14883385_NODE_22_length_86008_cov_28.980054_fragment_1	SRR14883385	22040	NODE_22_length_86008_cov_28.980054_fragment_1
kansas_SRR14883385_NODE_93_length_3055_cov_35.048019	SRR14883385	3055	NODE_93_length_3055_cov_35.048019
kansas_SRR14883386_NODE_94_length_10361_cov_22.287145	SRR14883386	10361	NODE_94_length_10361_cov_22.287145
kansas_SRR14883386_NODE_8_length_137337_cov_28.360061_fragment_2	SRR14883386	33167	NODE_8_length_137337_cov_28.360061_fragment_2
kansas_SRR14883386_NODE_74_length_17993_cov_32.614032	SRR14883386	17993	NODE_74_length_17993_cov_32.614032
kansas_SRR14883386_NODE_71_length_19798_cov_23.664114	SRR14883386	19798	NODE_71_length_19798_cov_23.664114
kansas_SRR14883386_NODE_59_length_23474_cov_27.214515_fragment_1	SRR14883386	11518	NODE_59_length_23474_cov_27.214515_fragment_1
kansas_SRR14883386_NODE_43_length_36053_cov_26.479014_fragment_1	SRR14883386	10111	NODE_43_length_36053_cov_26.479014_fragment_1
kansas_SRR14883386_NODE_42_length_36469_cov_27.046933	SRR14883386	36469	NODE_42_length_36469_cov_27.046933
kansas_SRR14883386_NODE_95_length_9951_cov_38.042435	SRR14883386	9951	NODE_95_length_9951_cov_38.042435
kansas_SRR14883386_NODE_67_length_20852_cov_25.506378_fragment_1	SRR14883386	10983	NODE_67_length_20852_cov_25.506378_fragment_1
kansas_SRR14883386_NODE_60_length_22839_cov_30.896494	SRR14883386	22839	NODE_60_length_22839_cov_30.896494
kansas_SRR14883386_NODE_164_length_1450_cov_64.351056	SRR14883386	1450	NODE_164_length_1450_cov_64.351056
kansas_SRR14883386_NODE_124_length_3941_cov_5.074017	SRR14883386	3941	NODE_124_length_3941_cov_5.074017
kansas_SRR14883386_NODE_102_length_7588_cov_36.088537	SRR14883386	7588	NODE_102_length_7588_cov_36.088537
kansas_SRR14883387_NODE_1_length_158279_cov_21.356361_fragment_1	SRR14883387	5401	NODE_1_length_158279_cov_21.356361_fragment_1
kansas_SRR14883387_NODE_153_length_4283_cov_2.225868	SRR14883387	4283	NODE_153_length_4283_cov_2.225868
kansas_SRR14883387_NODE_116_length_8175_cov_22.065201	SRR14883387	8175	NODE_116_length_8175_cov_22.065201
kansas_SRR14883387_NODE_98_length_11098_cov_2.961256	SRR14883387	11098	NODE_98_length_11098_cov_2.961256
kansas_SRR14883387_NODE_61_length_23880_cov_22.846742	SRR14883387	23880	NODE_61_length_23880_cov_22.846742
kansas_SRR14883387_NODE_70_length_19993_cov_24.497891	SRR14883387	19993	NODE_70_length_19993_cov_24.497891
kansas_SRR14883387_NODE_29_length_64150_cov_25.441887_fragment_1	SRR14883387	37456	NODE_29_length_64150_cov_25.441887_fragment_1
kansas_SRR14883387_NODE_77_length_17823_cov_20.680717	SRR14883387	17823	NODE_77_length_17823_cov_20.680717
kansas_SRR14883387_NODE_184_length_2869_cov_2.379656	SRR14883387	2869	NODE_184_length_2869_cov_2.379656
kansas_SRR14883387_NODE_16_length_97997_cov_21.033231_fragment_1	SRR14883387	22214	NODE_16_length_97997_cov_21.033231_fragment_1
kansas_SRR14883387_NODE_167_length_3518_cov_2.454519	SRR14883387	3518	NODE_167_length_3518_cov_2.454519
kansas_SRR14883387_NODE_134_length_5565_cov_2.867711	SRR14883387	5565	NODE_134_length_5565_cov_2.867711
kansas_SRR14883387_NODE_143_length_4966_cov_2.853140	SRR14883387	4966	NODE_143_length_4966_cov_2.853140
kansas_SRR14883387_NODE_144_length_4859_cov_27.369720	SRR14883387	4859	NODE_144_length_4859_cov_27.369720
kansas_SRR14883387_NODE_115_length_8220_cov_45.960334	SRR14883387	8220	NODE_115_length_8220_cov_45.960334
kansas_SRR14883387_NODE_112_length_8896_cov_19.964055	SRR14883387	8896	NODE_112_length_8896_cov_19.964055
kansas_SRR14883387_NODE_131_length_5733_cov_2.580976	SRR14883387	5733	NODE_131_length_5733_cov_2.580976
kansas_SRR14883387_NODE_202_length_2153_cov_23.988439	SRR14883387	2153	NODE_202_length_2153_cov_23.988439
kansas_SRR14883387_NODE_188_length_2589_cov_26.109076	SRR14883387	2589	NODE_188_length_2589_cov_26.109076
kansas_SRR14883387_NODE_214_length_1696_cov_2.999382	SRR14883387	1696	NODE_214_length_1696_cov_2.999382
kansas_SRR14883387_NODE_36_length_56003_cov_21.306691_fragment_1	SRR14883387	28655	NODE_36_length_56003_cov_21.306691_fragment_1
kansas_SRR14883387_NODE_65_length_23202_cov_20.425124	SRR14883387	23202	NODE_65_length_23202_cov_20.425124
kansas_SRR14883387_NODE_148_length_4553_cov_2.698168	SRR14883387	4553	NODE_148_length_4553_cov_2.698168
kansas_SRR14883387_NODE_72_length_18874_cov_24.046816	SRR14883387	18874	NODE_72_length_18874_cov_24.046816
kansas_SRR14883387_NODE_120_length_6454_cov_59.276619	SRR14883387	6454	NODE_120_length_6454_cov_59.276619
kansas_SRR14883387_NODE_182_length_2954_cov_4.102190	SRR14883387	2954	NODE_182_length_2954_cov_4.102190
kansas_SRR14883387_NODE_58_length_29670_cov_22.965397_fragment_1	SRR14883387	18135	NODE_58_length_29670_cov_22.965397_fragment_1
kansas_SRR14883387_NODE_165_length_3600_cov_39.623900	SRR14883387	3600	NODE_165_length_3600_cov_39.623900
kansas_SRR14883387_NODE_123_length_6226_cov_2.767604	SRR14883387	6226	NODE_123_length_6226_cov_2.767604
kansas_SRR14883387_NODE_39_length_50023_cov_24.859188_fragment_1	SRR14883387	36146	NODE_39_length_50023_cov_24.859188_fragment_1
kansas_SRR14883387_NODE_185_length_2868_cov_44.543891	SRR14883387	2868	NODE_185_length_2868_cov_44.543891
kansas_SRR14883387_NODE_8_length_127364_cov_23.431207_fragment_2	SRR14883387	11439	NODE_8_length_127364_cov_23.431207_fragment_2
kansas_SRR14883387_NODE_186_length_2799_cov_2.535268	SRR14883387	2799	NODE_186_length_2799_cov_2.535268
kansas_SRR14883387_NODE_111_length_9029_cov_19.730675	SRR14883387	9029	NODE_111_length_9029_cov_19.730675
kansas_SRR14883387_NODE_150_length_4438_cov_23.498739	SRR14883387	4438	NODE_150_length_4438_cov_23.498739
kansas_SRR14883387_NODE_238_length_1424_cov_1.918337	SRR14883387	1424	NODE_238_length_1424_cov_1.918337
kansas_SRR14883387_NODE_128_length_5933_cov_51.151981	SRR14883387	5933	NODE_128_length_5933_cov_51.151981
kansas_SRR14883387_NODE_130_length_5762_cov_2.770097	SRR14883387	5762	NODE_130_length_5762_cov_2.770097
kansas_SRR14883387_NODE_101_length_10328_cov_25.897083	SRR14883387	10328	NODE_101_length_10328_cov_25.897083
kansas_SRR14883387_NODE_187_length_2605_cov_2.396361	SRR14883387	2605	NODE_187_length_2605_cov_2.396361
kansas_SRR14883387_NODE_254_length_1105_cov_51.724708	SRR14883387	1105	NODE_254_length_1105_cov_51.724708
kansas_SRR14883387_NODE_160_length_3798_cov_2.424348	SRR14883387	3798	NODE_160_length_3798_cov_2.424348
kansas_SRR14883387_NODE_175_length_3157_cov_2.320779	SRR14883387	3157	NODE_175_length_3157_cov_2.320779
kansas_SRR14883388_NODE_15_length_117945_cov_29.505922_fragment_1	SRR14883388	13932	NODE_15_length_117945_cov_29.505922_fragment_1
kansas_SRR14883388_NODE_51_length_14051_cov_28.080936	SRR14883388	14051	NODE_51_length_14051_cov_28.080936
kansas_SRR14883388_NODE_62_length_1612_cov_43.015635	SRR14883388	1612	NODE_62_length_1612_cov_43.015635
kansas_SRR14883388_NODE_30_length_49041_cov_33.517646_fragment_1	SRR14883388	23389	NODE_30_length_49041_cov_33.517646_fragment_1
kansas_SRR14883388_NODE_56_length_6598_cov_23.458365	SRR14883388	6598	NODE_56_length_6598_cov_23.458365
kansas_SRR14883388_NODE_55_length_8710_cov_38.118151	SRR14883388	8710	NODE_55_length_8710_cov_38.118151
kansas_SRR14883388_NODE_6_length_221028_cov_31.906477_fragment_1	SRR14883388	48961	NODE_6_length_221028_cov_31.906477_fragment_1
kansas_SRR14883388_NODE_21_length_84051_cov_28.006145_fragment_1	SRR14883388	36159	NODE_21_length_84051_cov_28.006145_fragment_1
kansas_SRR14883388_NODE_3_length_287361_cov_37.986386_fragment_1	SRR14883388	35536	NODE_3_length_287361_cov_37.986386_fragment_1
kansas_SRR14883389_NODE_1_length_504588_cov_31.266589_fragment_2	SRR14883389	45521	NODE_1_length_504588_cov_31.266589_fragment_2
kansas_SRR14883389_NODE_9_length_149880_cov_30.342089_fragment_1	SRR14883389	10525	NODE_9_length_149880_cov_30.342089_fragment_1
kansas_SRR14883389_NODE_18_length_88638_cov_40.144782_fragment_1	SRR14883389	17710	NODE_18_length_88638_cov_40.144782_fragment_1
kansas_SRR14883390_NODE_17_length_100875_cov_29.656332_fragment_1	SRR14883390	35902	NODE_17_length_100875_cov_29.656332_fragment_1
kansas_SRR14883390_NODE_57_length_22691_cov_16.354869	SRR14883390	22691	NODE_57_length_22691_cov_16.354869
kansas_SRR14883390_NODE_35_length_48653_cov_31.148324_fragment_1	SRR14883390	5174	NODE_35_length_48653_cov_31.148324_fragment_1
kansas_SRR14883390_NODE_12_length_135349_cov_28.156973_fragment_1	SRR14883390	29588	NODE_12_length_135349_cov_28.156973_fragment_1
kansas_SRR14883390_NODE_91_length_7051_cov_28.566676	SRR14883390	7051	NODE_91_length_7051_cov_28.566676
kansas_SRR14883390_NODE_77_length_9516_cov_15.516686	SRR14883390	9516	NODE_77_length_9516_cov_15.516686
kansas_SRR14883390_NODE_19_length_86559_cov_34.144932_fragment_1	SRR14883390	17304	NODE_19_length_86559_cov_34.144932_fragment_1
kansas_SRR14883390_NODE_6_length_164594_cov_28.968490_fragment_1	SRR14883390	11811	NODE_6_length_164594_cov_28.968490_fragment_1
kansas_SRR14883390_NODE_27_length_58983_cov_28.280769_fragment_1	SRR14883390	31730	NODE_27_length_58983_cov_28.280769_fragment_1
kansas_SRR14883391_NODE_68_length_8630_cov_27.627499	SRR14883391	8630	NODE_68_length_8630_cov_27.627499
kansas_SRR14883391_NODE_26_length_65986_cov_25.762961_fragment_1	SRR14883391	20642	NODE_26_length_65986_cov_25.762961_fragment_1
kansas_SRR14883391_NODE_80_length_3080_cov_138.171828	SRR14883391	3080	NODE_80_length_3080_cov_138.171828
kansas_SRR14883391_NODE_3_length_269829_cov_21.992942_fragment_1	SRR14883391	28343	NODE_3_length_269829_cov_21.992942_fragment_1
kansas_SRR14883391_NODE_40_length_40449_cov_126.372189	SRR14883391	40449	NODE_40_length_40449_cov_126.372189
kansas_SRR14883391_NODE_33_length_50352_cov_24.982496_fragment_1	SRR14883391	12172	NODE_33_length_50352_cov_24.982496_fragment_1
kansas_SRR14883393_NODE_43_length_40447_cov_200.257345	SRR14883393	40447	NODE_43_length_40447_cov_200.257345
kansas_SRR14883393_NODE_29_length_57695_cov_40.275955_fragment_1	SRR14883393	20642	NODE_29_length_57695_cov_40.275955_fragment_1
kansas_SRR14883393_NODE_32_length_50352_cov_40.503292_fragment_1	SRR14883393	12172	NODE_32_length_50352_cov_40.503292_fragment_1
kansas_SRR14883393_NODE_78_length_8630_cov_40.700339	SRR14883393	8630	NODE_78_length_8630_cov_40.700339
kansas_SRR14883393_NODE_2_length_213266_cov_37.193078_fragment_1	SRR14883393	28343	NODE_2_length_213266_cov_37.193078_fragment_1
kansas_SRR14883393_NODE_105_length_3080_cov_214.539128	SRR14883393	3080	NODE_105_length_3080_cov_214.539128
kansas_SRR14883394_NODE_11_length_156939_cov_36.790593_fragment_1	SRR14883394	9625	NODE_11_length_156939_cov_36.790593_fragment_1
kansas_SRR14883394_NODE_26_length_69575_cov_34.485798_fragment_1	SRR14883394	17860	NODE_26_length_69575_cov_34.485798_fragment_1
kansas_SRR14883394_NODE_22_length_97264_cov_30.080854_fragment_1	SRR14883394	47783	NODE_22_length_97264_cov_30.080854_fragment_1
kansas_SRR14883394_NODE_46_length_15693_cov_8.082672	SRR14883394	15693	NODE_46_length_15693_cov_8.082672
kansas_SRR14883394_NODE_1_length_367398_cov_26.626153_fragment_1	SRR14883394	18879	NODE_1_length_367398_cov_26.626153_fragment_1
kansas_SRR14883394_NODE_3_length_298016_cov_30.053427_fragment_1	SRR14883394	32152	NODE_3_length_298016_cov_30.053427_fragment_1
kansas_SRR14883394_NODE_6_length_237364_cov_29.106496_fragment_1	SRR14883394	38243	NODE_6_length_237364_cov_29.106496_fragment_1
kansas_SRR14883394_NODE_66_length_1416_cov_36.801344	SRR14883394	1416	NODE_66_length_1416_cov_36.801344
kansas_SRR14883394_NODE_31_length_46076_cov_30.160395_fragment_1	SRR14883394	11402	NODE_31_length_46076_cov_30.160395_fragment_1
kansas_SRR14883394_NODE_25_length_73596_cov_32.924455_fragment_1	SRR14883394	24280	NODE_25_length_73596_cov_32.924455_fragment_1
kansas_SRR14883394_NODE_18_length_124428_cov_27.256041_fragment_1	SRR14883394	25401	NODE_18_length_124428_cov_27.256041_fragment_1
kansas_SRR14883394_NODE_21_length_97897_cov_33.510632_fragment_1	SRR14883394	12281	NODE_21_length_97897_cov_33.510632_fragment_1
kansas_SRR14883394_NODE_43_length_20753_cov_6.894757	SRR14883394	20753	NODE_43_length_20753_cov_6.894757
kansas_SRR14883395_NODE_2_length_329394_cov_27.448738_fragment_2	SRR14883395	81366	NODE_2_length_329394_cov_27.448738_fragment_2
kansas_SRR14883395_NODE_10_length_183677_cov_26.725566_fragment_1	SRR14883395	55082	NODE_10_length_183677_cov_26.725566_fragment_1
kansas_SRR14883395_NODE_10_length_183677_cov_26.725566_fragment_2	SRR14883395	35430	NODE_10_length_183677_cov_26.725566_fragment_2
kansas_SRR14883395_NODE_47_length_22921_cov_26.644896	SRR14883395	22921	NODE_47_length_22921_cov_26.644896
kansas_SRR14883395_NODE_52_length_9598_cov_26.450163	SRR14883395	9598	NODE_52_length_9598_cov_26.450163
kansas_SRR14883395_NODE_41_length_27949_cov_24.212507	SRR14883395	27949	NODE_41_length_27949_cov_24.212507
kansas_SRR14883395_NODE_64_length_3022_cov_31.289643	SRR14883395	3022	NODE_64_length_3022_cov_31.289643
kansas_SRR14883395_NODE_4_length_290789_cov_25.965481_fragment_3	SRR14883395	24524	NODE_4_length_290789_cov_25.965481_fragment_3
kansas_SRR14883395_NODE_24_length_80427_cov_28.393055_fragment_1	SRR14883395	12126	NODE_24_length_80427_cov_28.393055_fragment_1
kansas_SRR14883395_NODE_48_length_20522_cov_24.402984	SRR14883395	20522	NODE_48_length_20522_cov_24.402984
kansas_SRR14883395_NODE_18_length_105231_cov_28.439860_fragment_1	SRR14883395	18668	NODE_18_length_105231_cov_28.439860_fragment_1
kansas_SRR14883396_NODE_10_length_162844_cov_22.586784_fragment_1	SRR14883396	37284	NODE_10_length_162844_cov_22.586784_fragment_1
kansas_SRR14883396_NODE_57_length_7980_cov_27.544983	SRR14883396	7980	NODE_57_length_7980_cov_27.544983
kansas_SRR14883396_NODE_2_length_279257_cov_17.610488_fragment_1	SRR14883396	56431	NODE_2_length_279257_cov_17.610488_fragment_1
kansas_SRR14883396_NODE_53_length_10647_cov_28.990539	SRR14883396	10647	NODE_53_length_10647_cov_28.990539
kansas_SRR14883396_NODE_1_length_305107_cov_20.445271_fragment_3	SRR14883396	10622	NODE_1_length_305107_cov_20.445271_fragment_3
kansas_SRR14883396_NODE_88_length_1531_cov_2.911279	SRR14883396	1531	NODE_88_length_1531_cov_2.911279
kansas_SRR14883396_NODE_27_length_58379_cov_20.724126_fragment_1	SRR14883396	16629	NODE_27_length_58379_cov_20.724126_fragment_1
kansas_SRR14883396_NODE_29_length_56060_cov_20.165979_fragment_1	SRR14883396	36210	NODE_29_length_56060_cov_20.165979_fragment_1
kansas_SRR14883396_NODE_8_length_170033_cov_18.362023_fragment_1	SRR14883396	8876	NODE_8_length_170033_cov_18.362023_fragment_1
kansas_SRR16277943_NODE_15_length_10396_cov_33.652839	SRR16277943	10396	NODE_15_length_10396_cov_33.652839
kansas_SRR16277943_NODE_5_length_148809_cov_41.787890_fragment_3	SRR16277943	11288	NODE_5_length_148809_cov_41.787890_fragment_3
kansas_SRR16277943_NODE_7_length_142136_cov_46.280447_fragment_1	SRR16277943	35409	NODE_7_length_142136_cov_46.280447_fragment_1
kansas_SRR16277943_NODE_11_length_58234_cov_42.510059_fragment_1	SRR16277943	23548	NODE_11_length_58234_cov_42.510059_fragment_1
kansas_SRR16277944_NODE_1_length_411931_cov_27.347182_fragment_2	SRR16277944	35126	NODE_1_length_411931_cov_27.347182_fragment_2
kansas_SRR16277945_NODE_2_length_207894_cov_32.441538_fragment_3	SRR16277945	35458	NODE_2_length_207894_cov_32.441538_fragment_3
kansas_SRR16277945_NODE_13_length_32815_cov_80.800385	SRR16277945	32815	NODE_13_length_32815_cov_80.800385
kansas_SRR17839057_NODE_104_length_4535_cov_24.643376	SRR17839057	4535	NODE_104_length_4535_cov_24.643376
kansas_SRR17839057_NODE_110_length_3678_cov_20.769079	SRR17839057	3678	NODE_110_length_3678_cov_20.769079
kansas_SRR17839057_NODE_109_length_3820_cov_22.362849	SRR17839057	3820	NODE_109_length_3820_cov_22.362849
kansas_SRR17839057_NODE_7_length_110649_cov_16.263685_fragment_1	SRR17839057	30537	NODE_7_length_110649_cov_16.263685_fragment_1
kansas_SRR17839057_NODE_49_length_30177_cov_23.008952_fragment_1	SRR17839057	3529	NODE_49_length_30177_cov_23.008952_fragment_1
kansas_SRR17839057_NODE_21_length_83584_cov_23.308446_fragment_1	SRR17839057	11925	NODE_21_length_83584_cov_23.308446_fragment_1
