DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Prophage Length (bp)
kansas_SRR17839058_NODE_5_length_224537_cov_20.893610_fragment_1	9736
kansas_SRR17839058_NODE_49_length_4293_cov_17.313010	4293
kansas_SRR17839058_NODE_59_length_1891_cov_29.403061	1891
kansas_SRR17839058_NODE_40_length_10203_cov_20.992755	10203
kansas_SRR17839058_NODE_41_length_8441_cov_20.935651	8441
kansas_SRR17839058_NODE_38_length_11897_cov_18.291504	11897
kansas_SRR17839058_NODE_24_length_72317_cov_21.624463_fragment_1	31669
kansas_SRR17839058_NODE_10_length_168595_cov_19.215329_fragment_1	15711
kansas_SRR17839058_NODE_36_length_21111_cov_21.802516_fragment_1	17984
kansas_SRR17839058_NODE_45_length_5247_cov_38.981055	5247
kansas_SRR17839058_NODE_18_length_103097_cov_17.875410_fragment_1	18333
kansas_SRR17839058_NODE_9_length_178986_cov_17.434269_fragment_1	14243
kansas_SRR17839058_NODE_9_length_178986_cov_17.434269_fragment_2	21984
kansas_SRR17839058_NODE_34_length_28812_cov_22.534251_fragment_1	7255
kansas_SRR17839058_NODE_14_length_119371_cov_18.894494_fragment_1	38922
kansas_SRR17839058_NODE_1_length_711430_cov_18.570903_fragment_2	33417
kansas_SRR17839058_NODE_44_length_5339_cov_19.497314	5339
kansas_SRR17839058_NODE_17_length_107118_cov_18.382490_fragment_1	18365
kansas_SRR17839058_NODE_22_length_82162_cov_23.723667_fragment_1	7244
kansas_SRR17839058_NODE_3_length_293883_cov_19.730947_fragment_1	41757
kansas_SRR17839060_NODE_13_length_136621_cov_21.080941_fragment_1	42204
kansas_SRR17839060_NODE_8_length_265551_cov_20.435028_fragment_1	44890
kansas_SRR17839060_NODE_1_length_513032_cov_22.531231_fragment_1	22099
kansas_SRR17839060_NODE_18_length_101533_cov_22.991559_fragment_1	10373
kansas_SRR17839060_NODE_7_length_268349_cov_20.779131_fragment_1	19378
kansas_SRR17839061_NODE_29_length_56146_cov_21.729824_fragment_1	30819
kansas_SRR17839061_NODE_53_length_17056_cov_19.854628	17056
kansas_SRR17839061_NODE_36_length_41561_cov_23.556789_fragment_1	23529
kansas_SRR17839061_NODE_4_length_245236_cov_23.153034_fragment_2	16594
kansas_SRR17839061_NODE_5_length_216372_cov_24.105131_fragment_2	38298
kansas_SRR17839061_NODE_70_length_7300_cov_20.375436	7300
kansas_SRR17839061_NODE_15_length_109580_cov_20.897947_fragment_1	10549
kansas_SRR17839061_NODE_16_length_109286_cov_23.163120_fragment_1	18522
kansas_SRR17839061_NODE_33_length_44082_cov_22.388238_fragment_1	31836
kansas_SRR17839061_NODE_52_length_17300_cov_21.675654	17300
kansas_SRR17839062_NODE_21_length_86693_cov_19.960758_fragment_1	16592
kansas_SRR17839062_NODE_51_length_15822_cov_39.678755	15822
kansas_SRR17839062_NODE_39_length_32370_cov_20.393677_fragment_1	8104
kansas_SRR17839062_NODE_31_length_53949_cov_17.571744_fragment_1	10168
kansas_SRR17839062_NODE_14_length_124518_cov_19.469644_fragment_1	42191
kansas_SRR17839062_NODE_43_length_25072_cov_22.205561_fragment_1	17909
kansas_SRR17839062_NODE_25_length_67005_cov_16.684900_fragment_1	6234
kansas_SRR17839062_NODE_56_length_11137_cov_18.715461	11137
kansas_SRR17839062_NODE_20_length_88787_cov_19.672641_fragment_1	32786
kansas_SRR17839062_NODE_59_length_8881_cov_21.377101	8881
kansas_SRR17839063_NODE_29_length_62090_cov_8.802753_fragment_1	20656
kansas_SRR17839063_NODE_60_length_13443_cov_8.866176	13443
kansas_SRR17839063_NODE_1_length_320929_cov_9.932369_fragment_1	21104
kansas_SRR17839063_NODE_4_length_237063_cov_9.907296_fragment_1	49130
kansas_SRR17839063_NODE_46_length_25139_cov_10.882816_fragment_1	15871
kansas_SRR17839063_NODE_84_length_4856_cov_9.382533	4856
kansas_SRR17839063_NODE_18_length_102082_cov_9.335148_fragment_1	44061
kansas_SRR17839063_NODE_76_length_5906_cov_10.146046	5906
kansas_SRR17839064_NODE_5_length_284474_cov_22.808899_fragment_1	36538
kansas_SRR17839064_NODE_4_length_317302_cov_26.406955_fragment_2	18185
kansas_SRR17839064_NODE_72_length_2789_cov_23.896694	2789
kansas_SRR17839064_NODE_16_length_83625_cov_24.600074_fragment_1	18557
kansas_SRR17839064_NODE_47_length_11492_cov_23.783106	11492
kansas_SRR17839064_NODE_58_length_6299_cov_49.104504	6299
kansas_SRR17839064_NODE_32_length_40857_cov_24.358458	40857
kansas_SRR17839064_NODE_57_length_6355_cov_50.724310	6355
kansas_SRR17839065_NODE_3_length_325555_cov_21.694089_fragment_1	18136
kansas_SRR17839065_NODE_67_length_4181_cov_360.125802	4181
kansas_SRR17839065_NODE_70_length_2627_cov_26.126000	2627
kansas_SRR17839065_NODE_38_length_29591_cov_24.558546_fragment_1	14301
kansas_SRR17839065_NODE_47_length_16148_cov_22.775170	16148
kansas_SRR17839065_NODE_27_length_53046_cov_23.080293_fragment_1	15653
kansas_SRR17839065_NODE_41_length_23391_cov_24.145762_fragment_1	5839
kansas_SRR17839065_NODE_34_length_34850_cov_23.729689_fragment_1	12677
kansas_SRR17839066_NODE_6_length_266598_cov_23.976699_fragment_2	38651
kansas_SRR17839066_NODE_4_length_296149_cov_22.603695_fragment_1	34112
kansas_SRR17839066_NODE_47_length_7931_cov_24.354177	7931
kansas_SRR17839066_NODE_16_length_121288_cov_24.187527_fragment_1	41987
kansas_SRR17839066_NODE_3_length_296343_cov_24.892251_fragment_2	5839
kansas_SRR17839066_NODE_44_length_12165_cov_42.678103	12165
kansas_SRR17839066_NODE_36_length_32152_cov_25.119344_fragment_1	7147
kansas_SRR17839066_NODE_63_length_2070_cov_25.845600	2070
kansas_SRR17839066_NODE_66_length_1688_cov_62.308776	1688
kansas_SRR17839066_NODE_51_length_7251_cov_21.605278	7251
kansas_SRR17839066_NODE_1_length_473821_cov_26.630407_fragment_1	22964
kansas_SRR17839066_NODE_53_length_5594_cov_23.410097	5594
kansas_SRR17839066_NODE_23_length_56587_cov_24.259706_fragment_1	25654
kansas_SRR17839067_NODE_100_length_2754_cov_3.025504	2754
kansas_SRR17839067_NODE_92_length_3081_cov_2.415369	3081
kansas_SRR17839067_NODE_67_length_8110_cov_3.091820	8110
kansas_SRR17839067_NODE_78_length_4939_cov_2.504988	4939
kansas_SRR17839067_NODE_99_length_2810_cov_1.920239	2810
kansas_SRR17839067_NODE_86_length_4043_cov_3.925689	4043
kansas_SRR17839067_NODE_16_length_91603_cov_24.189984_fragment_1	12664
kansas_SRR17839067_NODE_26_length_66002_cov_22.979218_fragment_1	6282
kansas_SRR17839067_NODE_107_length_2267_cov_2.522430	2267
kansas_SRR17839067_NODE_64_length_9774_cov_21.551570	9774
kansas_SRR17839067_NODE_6_length_158891_cov_21.056593_fragment_2	9175
kansas_SRR17839067_NODE_82_length_4660_cov_2.545996	4660
kansas_SRR17839067_NODE_11_length_117735_cov_19.933236_fragment_1	15435
kansas_SRR17839067_NODE_94_length_3024_cov_2.907145	3024
kansas_SRR17839067_NODE_91_length_3206_cov_2.479376	3206
kansas_SRR17839067_NODE_102_length_2666_cov_2.968492	2666
kansas_SRR17839067_NODE_75_length_5485_cov_2.375327	5485
kansas_SRR17839067_NODE_104_length_2458_cov_2.624196	2458
kansas_SRR17839067_NODE_73_length_6578_cov_2.905596	6578
kansas_SRR17839067_NODE_108_length_2198_cov_2.192661	2198
kansas_SRR17839067_NODE_97_length_2930_cov_2.865144	2930
kansas_SRR17839068_NODE_2_length_475326_cov_30.728977_fragment_1	22658
kansas_SRR17839068_NODE_54_length_3025_cov_35.808489	3025
kansas_SRR17839068_NODE_34_length_21510_cov_28.610064_fragment_1	8905
kansas_SRR17839068_NODE_31_length_33356_cov_32.165187_fragment_1	8342
kansas_SRR17839068_NODE_22_length_56619_cov_30.264816_fragment_1	30793
kansas_SRR17839068_NODE_1_length_521349_cov_25.475333_fragment_3	39781
kansas_SRR17839068_NODE_24_length_53031_cov_30.203217_fragment_1	30924
kansas_SRR17839068_NODE_9_length_232218_cov_28.203334_fragment_1	31247
kansas_SRR17839068_NODE_5_length_266598_cov_29.115217_fragment_1	38651
kansas_SRR17839068_NODE_60_length_1844_cov_36.086197	1844
kansas_SRR17839069_NODE_70_length_6287_cov_21.004708	6287
kansas_SRR17839069_NODE_26_length_73804_cov_22.406518_fragment_1	48222
kansas_SRR17839070_NODE_83_length_1582_cov_20.257732	1582
kansas_SRR17839070_NODE_43_length_9369_cov_15.828933	9369
kansas_SRR17839070_NODE_55_length_4056_cov_2.244337	4056
kansas_SRR17839070_NODE_52_length_4469_cov_2.403270	4469
kansas_SRR17839070_NODE_8_length_184536_cov_15.614070_fragment_1	44447
kansas_SRR17839070_NODE_50_length_4782_cov_16.417830	4782
kansas_SRR17839070_NODE_2_length_569502_cov_17.177647_fragment_1	14679
kansas_SRR17839070_NODE_54_length_4210_cov_2.134215	4210
kansas_SRR17839070_NODE_1_length_717618_cov_18.507279_fragment_2	13345
kansas_SRR17839070_NODE_63_length_2939_cov_2.548720	2939
kansas_SRR17839070_NODE_51_length_4543_cov_2.191803	4543
kansas_SRR17839070_NODE_6_length_251356_cov_17.172787_fragment_3	32785
kansas_SRR17839070_NODE_6_length_251356_cov_17.172787_fragment_2	33287
kansas_SRR17839070_NODE_49_length_5209_cov_14.712121	5209
kansas_SRR17839070_NODE_85_length_1532_cov_17.330961	1532
kansas_SRR17839070_NODE_47_length_5773_cov_16.021785	5773
kansas_SRR17839070_NODE_57_length_3829_cov_2.247164	3829
kansas_SRR17839070_NODE_78_length_1880_cov_2.370793	1880
kansas_SRR17839070_NODE_59_length_3166_cov_2.018756	3166
kansas_SRR17839070_NODE_36_length_18542_cov_16.641597	18542
kansas_SRR17839070_NODE_46_length_5935_cov_2.068354	5935
kansas_SRR17839070_NODE_48_length_5319_cov_2.175077	5319
kansas_SRR17839071_NODE_19_length_86807_cov_20.925427_fragment_2	26877
kansas_SRR17839071_NODE_1_length_389498_cov_22.322399_fragment_1	6916
kansas_SRR17839071_NODE_84_length_1785_cov_21.651387	1785
kansas_SRR17839071_NODE_60_length_5996_cov_21.316408	5996
kansas_SRR17839071_NODE_30_length_33852_cov_20.492039	33852
kansas_SRR17839071_NODE_12_length_134016_cov_21.238018_fragment_1	42192
kansas_SRR17839071_NODE_17_length_99683_cov_22.474919_fragment_1	35465
kansas_SRR17839071_NODE_5_length_299439_cov_21.180400_fragment_1	32897
kansas_SRR17839071_NODE_75_length_2713_cov_22.238592	2713
kansas_SRR17839071_NODE_22_length_77939_cov_21.757055_fragment_1	7255
kansas_SRR17839071_NODE_20_length_82357_cov_21.429442_fragment_1	23006
kansas_SRR17839071_NODE_2_length_361372_cov_21.507799_fragment_1	58244
kansas_SRR17839072_NODE_22_length_81242_cov_7.081132	81242
kansas_SRR17839072_NODE_4_length_151507_cov_26.105959_fragment_1	30201
kansas_SRR17839072_NODE_63_length_19875_cov_29.301752_fragment_1	15197
kansas_SRR17839072_NODE_51_length_27290_cov_29.477120	27290
kansas_SRR17839072_NODE_2_length_223770_cov_28.418511_fragment_1	44796
kansas_SRR17839072_NODE_80_length_7986_cov_29.886500	7986
kansas_SRR17839073_NODE_66_length_1825_cov_15.753828	1825
kansas_SRR17839073_NODE_17_length_117794_cov_21.981813_fragment_1	46704
kansas_SRR17839073_NODE_25_length_59717_cov_24.971505_fragment_1	36230
kansas_SRR17839073_NODE_1_length_707399_cov_22.244084_fragment_4	30998
kansas_SRR17839073_NODE_3_length_345623_cov_24.858624_fragment_2	42759
kansas_SRR17839073_NODE_22_length_83736_cov_21.637730_fragment_1	30048
kansas_SRR17839076_NODE_59_length_4925_cov_19.330138	4925
kansas_SRR17839076_NODE_70_length_1579_cov_20.799587	1579
kansas_SRR17839076_NODE_12_length_132178_cov_20.135440_fragment_1	48396
kansas_SRR17839076_NODE_2_length_346650_cov_19.310331_fragment_1	49128
kansas_SRR17839076_NODE_66_length_1829_cov_24.306110	1829
kansas_SRR17839076_NODE_40_length_18880_cov_21.842852	18880
kansas_SRR17839076_NODE_58_length_4943_cov_21.496470	4943
kansas_SRR17839076_NODE_57_length_5021_cov_36.755415	5021
kansas_SRR17839076_NODE_62_length_3456_cov_26.841995	3456
kansas_SRR17839076_NODE_1_length_890268_cov_20.698747_fragment_6	32864
kansas_SRR17839076_NODE_1_length_890268_cov_20.698747_fragment_1	39411
kansas_SRR17839076_NODE_25_length_57172_cov_22.236217_fragment_1	19602
kansas_SRR17839076_NODE_54_length_6356_cov_39.506662	6356
kansas_SRR17839076_NODE_31_length_39811_cov_21.974549_fragment_1	11407
kansas_SRR17839076_NODE_71_length_1570_cov_18.673597	1570
kansas_SRR17839076_NODE_3_length_249054_cov_19.317828_fragment_1	22729
kansas_SRR17839077_NODE_22_length_77687_cov_23.582955_fragment_1	35550
kansas_SRR17839077_NODE_2_length_296144_cov_20.468554_fragment_1	40525
kansas_SRR17839077_NODE_86_length_3001_cov_26.872651	3001
kansas_SRR17839077_NODE_21_length_81044_cov_23.217235_fragment_1	2903
kansas_SRR17839077_NODE_20_length_86671_cov_26.585009_fragment_1	11379
kansas_SRR17839077_NODE_96_length_1824_cov_28.128462	1824
kansas_SRR17839077_NODE_1_length_372983_cov_20.622527_fragment_2	11811
kansas_SRR17839077_NODE_29_length_59083_cov_19.530854_fragment_1	31730
kansas_SRR17839078_NODE_69_length_9477_cov_2.880856	9477
kansas_SRR17839078_NODE_48_length_33525_cov_17.948859_fragment_1	8815
kansas_SRR17839078_NODE_17_length_95441_cov_17.310248_fragment_1	29750
kansas_SRR17839078_NODE_3_length_252475_cov_19.087526_fragment_1	43130
kansas_SRR17839078_NODE_102_length_2931_cov_2.961840	2931
kansas_SRR17839078_NODE_100_length_3261_cov_2.881621	3261
kansas_SRR17839078_NODE_50_length_29280_cov_16.318389	29280
kansas_SRR17839078_NODE_81_length_6020_cov_3.018327	6020
kansas_SRR17839078_NODE_104_length_2833_cov_2.587214	2833
kansas_SRR17839078_NODE_66_length_13948_cov_3.295492	13948
kansas_SRR17839078_NODE_74_length_7660_cov_3.355370	7660
kansas_SRR17839078_NODE_78_length_6497_cov_3.583203	6497
kansas_SRR17839078_NODE_63_length_16865_cov_3.153125	16865
kansas_SRR17839079_NODE_89_length_3055_cov_27.760246	3055
kansas_SRR17839079_NODE_72_length_7981_cov_27.988541	7981
kansas_SRR17839079_NODE_87_length_3232_cov_20.230918	3232
kansas_SRR17839079_NODE_56_length_22217_cov_74.336849	22217
kansas_SRR17839079_NODE_53_length_25487_cov_22.958951	25487
kansas_SRR17839079_NODE_103_length_1902_cov_29.247887	1902
kansas_SRR17839079_NODE_66_length_11292_cov_26.509360	11292
kansas_SRR17839079_NODE_24_length_72947_cov_24.896745_fragment_1	40132
kansas_SRR17839079_NODE_57_length_21678_cov_25.486056	21678
kansas_SRR17839079_NODE_42_length_36136_cov_25.618512_fragment_1	5351
kansas_SRR17839079_NODE_91_length_2994_cov_93.369724	2994
kansas_SRR17839079_NODE_62_length_15108_cov_22.883252	15108
kansas_SRR17839079_NODE_80_length_4717_cov_48.498911	4717
kansas_SRR17839079_NODE_7_length_217064_cov_26.650765_fragment_1	14359
kansas_SRR17839079_NODE_101_length_1981_cov_66.898058	1981
kansas_SRR17839079_NODE_112_length_1536_cov_80.892832	1536
kansas_SRR17839079_NODE_39_length_40668_cov_25.729188_fragment_1	27198
kansas_SRR17839079_NODE_70_length_9777_cov_28.477306	9777
kansas_SRR17839079_NODE_85_length_3439_cov_22.307669	3439
kansas_SRR17839079_NODE_3_length_243080_cov_21.404992_fragment_1	36099
kansas_SRR17839080_NODE_31_length_52636_cov_20.457522_fragment_1	6873
kansas_SRR17839080_NODE_108_length_2571_cov_1.361702	2571
kansas_SRR17839080_NODE_125_length_2007_cov_2.685106	2007
kansas_SRR17839080_NODE_68_length_9462_cov_22.583396	9462
kansas_SRR17839080_NODE_109_length_2539_cov_2.546849	2539
kansas_SRR17839080_NODE_50_length_21350_cov_22.342788	21350
kansas_SRR17839080_NODE_101_length_3080_cov_1.971216	3080
kansas_SRR17839080_NODE_73_length_8580_cov_23.863835	8580
kansas_SRR17839080_NODE_107_length_2712_cov_23.207737	2712
kansas_SRR17839080_NODE_92_length_4612_cov_17.646154	4612
kansas_SRR17839080_NODE_63_length_10951_cov_18.986327	10951
kansas_SRR17839080_NODE_146_length_1446_cov_2.065959	1446
kansas_SRR17839080_NODE_102_length_3013_cov_20.293832	3013
kansas_SRR17839080_NODE_27_length_56682_cov_21.372275_fragment_1	9749
kansas_SRR17839080_NODE_46_length_25138_cov_22.726280	25138
kansas_SRR17839080_NODE_155_length_1332_cov_13.828216	1332
kansas_SRR17839080_NODE_71_length_8651_cov_20.214453	8651
kansas_SRR17839080_NODE_129_length_1932_cov_18.268144	1932
kansas_SRR17839080_NODE_90_length_4714_cov_2.395465	4714
kansas_SRR17839080_NODE_76_length_7655_cov_19.712938	7655
kansas_SRR17839080_NODE_45_length_25234_cov_21.715816	25234
kansas_SRR17839080_NODE_10_length_134044_cov_19.576529_fragment_1	33189
kansas_SRR17839080_NODE_77_length_7358_cov_19.886184	7358
kansas_SRR17839080_NODE_82_length_5954_cov_2.244380	5954
kansas_SRR17839080_NODE_66_length_10077_cov_20.547035	10077
kansas_SRR17839080_NODE_96_length_3854_cov_1.955997	3854
kansas_SRR17839080_NODE_54_length_18476_cov_19.266936	18476
kansas_SRR17839081_NODE_10_length_122481_cov_22.256444_fragment_1	14475
kansas_SRR17839081_NODE_27_length_30214_cov_23.290358	30214
kansas_SRR17839081_NODE_3_length_406156_cov_24.944460_fragment_2	10993
kansas_SRR17839081_NODE_1_length_689946_cov_27.096392_fragment_3	11392
kansas_SRR17839081_NODE_30_length_19220_cov_23.764207	19220
kansas_SRR17839081_NODE_6_length_243654_cov_23.001951_fragment_2	21967
kansas_SRR17839081_NODE_5_length_358436_cov_26.010884_fragment_3	19011
kansas_SRR17839081_NODE_31_length_17203_cov_50.521141	17203
kansas_SRR17839081_NODE_8_length_221300_cov_23.831801_fragment_1	36347
kansas_SRR17839085_NODE_28_length_44164_cov_29.327179_fragment_1	16439
kansas_SRR17839085_NODE_15_length_102440_cov_30.465962_fragment_1	19130
kansas_SRR17839085_NODE_22_length_63620_cov_32.546989_fragment_1	10290
kansas_SRR17839085_NODE_39_length_10387_cov_26.553119	10387
kansas_SRR17839085_NODE_1_length_665797_cov_30.208782_fragment_5	16758
kansas_SRR17839085_NODE_1_length_665797_cov_30.208782_fragment_3	10978
kansas_SRR17839085_NODE_7_length_225577_cov_26.047962_fragment_1	46476
kansas_SRR17839085_NODE_3_length_354186_cov_27.051455_fragment_2	37258
kansas_SRR17839085_NODE_3_length_354186_cov_27.051455_fragment_3	21577
kansas_SRR17839085_NODE_26_length_46844_cov_30.131109	46844
kansas_SRR17839086_NODE_39_length_43141_cov_23.319198_fragment_1	19964
kansas_SRR17839086_NODE_1_length_282620_cov_23.135175_fragment_1	46073
kansas_SRR17839086_NODE_41_length_41624_cov_21.708268_fragment_1	8023
kansas_SRR17839086_NODE_73_length_4861_cov_22.353401	4861
kansas_SRR17839086_NODE_34_length_55459_cov_22.339803_fragment_1	24811
kansas_SRR17839086_NODE_53_length_21298_cov_23.024609	21298
kansas_SRR17839086_NODE_14_length_114578_cov_24.974356_fragment_1	13871
kansas_SRR17839086_NODE_58_length_12727_cov_22.427857	12727
kansas_SRR17839086_NODE_74_length_4814_cov_24.933220	4814
kansas_SRR17839086_NODE_26_length_81725_cov_20.803378_fragment_1	22236
kansas_SRR17839086_NODE_63_length_10010_cov_48.143175	10010
kansas_SRR17839087_NODE_67_length_4023_cov_2.337782	4023
kansas_SRR17839087_NODE_58_length_7562_cov_4.607128	7562
kansas_SRR17839087_NODE_118_length_2121_cov_28.821966	2121
kansas_SRR17839087_NODE_217_length_1399_cov_1.328616	1399
kansas_SRR17839087_NODE_111_length_2238_cov_2.351492	2238
kansas_SRR17839087_NODE_59_length_7232_cov_27.950598	7232
kansas_SRR17839087_NODE_119_length_2095_cov_1.927337	2095
kansas_SRR17839087_NODE_181_length_1551_cov_2.025281	1551
kansas_SRR17839087_NODE_121_length_2045_cov_2.405631	2045
kansas_SRR17839087_NODE_2_length_376712_cov_23.613625_fragment_1	22804
kansas_SRR17839087_NODE_22_length_72646_cov_27.349191_fragment_1	23636
kansas_SRR17839087_NODE_186_length_1516_cov_3.350612	1516
kansas_SRR17839087_NODE_271_length_1113_cov_1.787018	1113
kansas_SRR17839087_NODE_80_length_2902_cov_35.707027	2902
kansas_SRR17839087_NODE_190_length_1494_cov_1.863936	1494
kansas_SRR17839087_NODE_211_length_1416_cov_1.963538	1416
kansas_SRR17839087_NODE_104_length_2328_cov_2.836438	2328
kansas_SRR17839087_NODE_290_length_1018_cov_3.054994	1018
kansas_SRR17839087_NODE_5_length_198183_cov_24.974386_fragment_2	19570
kansas_SRR17839087_NODE_167_length_1657_cov_2.958170	1657
kansas_SRR17839087_NODE_137_length_1874_cov_2.244991	1874
kansas_SRR17839087_NODE_109_length_2253_cov_3.132173	2253
kansas_SRR17839087_NODE_1_length_465068_cov_22.052467_fragment_1	22149
kansas_SRR17839087_NODE_23_length_68410_cov_27.318908_fragment_2	22620
kansas_SRR17839087_NODE_110_length_2243_cov_2.522684	2243
kansas_SRR17839087_NODE_55_length_9650_cov_33.886380	9650
kansas_SRR17839088_NODE_36_length_16079_cov_26.489970	16079
kansas_SRR17839088_NODE_4_length_396378_cov_26.212719_fragment_2	14582
kansas_SRR17839088_NODE_22_length_68130_cov_25.287884_fragment_1	17895
kansas_SRR17839088_NODE_17_length_114531_cov_22.358764_fragment_1	12419
kansas_SRR17839088_NODE_7_length_228147_cov_20.746908_fragment_1	61446
kansas_SRR17839088_NODE_5_length_391372_cov_20.329668_fragment_2	41539
kansas_SRR17839088_NODE_23_length_65493_cov_25.680568_fragment_1	10439
kansas_SRR17839089_NODE_13_length_81865_cov_4.051469	81865
kansas_SRR17839089_NODE_1_length_1249146_cov_21.254335_fragment_4	36161
kansas_SRR17839089_NODE_1_length_1249146_cov_21.254335_fragment_2	35152
kansas_SRR17839089_NODE_18_length_14219_cov_3.803931	14219
